unitid,year,instatetuition,costs,faculty,white_cohortsize
100654,1991,1298,53.121007,223,11
100654,1992,1600,52.536624,267,5
100654,1993,1600,50.39972,262,7
100654,1995,2022,68.024267,298,18
100654,1996,2312,66.424951,311,17
100654,1997,2420,72.461862,306,22
100654,1998,2332,78.356177,237,25
100654,1999,1932,75.868666,243,26
100654,2000,2400,79.084093,273.5,26
100654,2001,2400,96.538667,304,18
100654,2002,2520,90.776734,284,18
100654,2003,2832,107.761966,294,17
100654,2004,3120,110.994174,307,10
100654,2005,3120,118.90095,319,13
100654,2006,3120,123.859683,319,12
100654,2007,3432,126.371645,311,9
100654,2008,3432,132.165814,309,7
100654,2009,3948,122.977893,311,24
100654,2010,4872,138.956247,276,15
100663,1991,2050,712.376923,709,600
100663,1992,2238,812.820108,786,576
100663,1993,2358,910.784994,802,613
100663,1995,2604,937.402922,707,602
100663,1996,2700,1024.898335,680,568
100663,1997,2850,1075.711679,690,631
100663,1998,3060,1188.3903,691,611
100663,1999,2730,1180.033219,708,667
100663,2000,2820,1215.222121,564.5,653
100663,2001,2970,1334.286573,421,648
100663,2002,3150,1335.089128,804,775
100663,2003,3480,1440.737915,833,781
100663,2004,3840,1571.319289,810,846
100663,2005,3960,1604.47474,824,875
100663,2006,3960,1707.177796,824,905
100663,2007,3384,1824.09488,852,835
100663,2008,3792,2213.659961,849,790
100663,2009,4224,2223.549388,832,932
100663,2010,5806,2338.666019,861,921
100751,1991,1936,237.693778,818,2174
100751,1992,2068,237.079401,773,2075
100751,1993,2172,257.63431,762,2148
100751,1995,2374,294.397959,770,2133
100751,1996,2470,295.929705,738,1777
100751,1997,2594,306.024341,750,2111
100751,1998,2684,320.186995,781,2088
100751,1999,2872,341.218829,795,2216
100751,2000,3014,357.569083,787,2357
100751,2001,3292,380.9844,779,2047
100751,2002,3556,372.067854,794,2230
100751,2003,4134,392.176082,810,2584
100751,2004,4630,404.323227,800,2873
100751,2005,4864,449.794843,813,3048
100751,2006,5278,496.55614,850,3609
100751,2007,5700,565.427668,904,3890
100751,2008,6400,629.500088,1067,4280
100751,2009,7000,658.67213,1106,4221
100751,2010,7900,760.107259,1175,4332
100858,1991,1596,306.252082,1128,2704
100858,1992,1755,304.074934,1098,2864
100858,1993,1950,321.990528,1109,2703
100858,1995,2250,368.840182,1131,3175
100858,1996,2355,372.270174,1145,2985
100858,1997,2565,376.471708,1145,2879
100858,1998,2760,393.068124,1139,3278
100858,1999,2895,425.358257,1146,3253
100858,2000,3050,488.80635,1130.5,3459
100858,2001,3260,506.522984,1115,3258
100858,2002,3650,481.701655,1142,3596
100858,2003,4230,526.647346,1171,3174
100858,2004,4610,552.886023,1177,3032
100858,2005,4800,573.09999,1176,3543
100858,2006,5000,580.566562,1139,3328
100858,2007,5250,642.808641,1132,3414
100858,2008,5880,703.588583,1176,3493
100858,2009,6240,722.464527,1184,3363
100858,2010,7008,717.034324,1196,3523
101435,1991,6400,9.473699,44,158
101435,1992,7140,10.171244,43,135
101435,1993,7540,9.918171,44,107
101435,1995,8645,10.530401,41,146
101435,1996,10140,12.489609,43,140
101435,1997,10600,9.579237,43,177
101435,1998,11010,10.739266,44,158
101435,1999,10500,11.769099,47,144
101435,2000,11000,12.917579,44.5,134
101435,2001,11500,12.94124,42,128
101435,2002,13800,12.133992,41,146
101435,2003,14560,13.021025,32,171
101435,2004,15250,13.742147,32,160
101435,2005,15250,13.561949,33,159
101435,2006,15990,14.376885,34,172
101435,2007,17570,16.195889,42,201
101435,2008,19320,17.149742,44,196
101435,2009,19990,19.613024,45,169
101435,2010,18512,18.270813,47,184
101480,1991,1420,44.735235,274,829
101480,1992,1550,44.403204,274,847
101480,1993,1680,44.253729,272,648
101480,1995,1840,51.527144,268,618
101480,1996,1940,52.688204,255,613
101480,1997,2040,53.384594,261,582
101480,1998,2140,54.851891,262,573
101480,1999,2440,59.640691,262,592
101480,2000,2640,64.126745,263.5,587
101480,2001,2940,68.845362,265,569
101480,2002,3240,73.23187,289,748
101480,2003,3540,78.141276,294,686
101480,2004,4040,79.000229,300,657
101480,2005,4040,88.692595,305,673
101480,2006,4056,94.012203,319,631
101480,2007,4056,102.010171,321,633
101480,2008,4560,106.1911,322,693
101480,2009,5970,107.21413,322,649
101480,2010,6780,111.994117,326,755
101675,1991,3760,6.785208,33,0
101675,1992,3800,7.000046,34,2
101675,1993,3800,7.467967,33,2
101675,1995,4350,10.602918,41,0
101675,1996,4500,11.588039,43,0
101675,1997,4500,13.616614,45,0
101675,1998,4500,15.120712,47,2
101675,1999,4280,16.935835,59,1
101675,2000,4408,18.476231,62.5,0
101675,2001,4408,19.047068,66,4
101675,2002,4628,21.703299,87,1
101675,2003,5090,20.421086,111,0
101675,2004,5250,17.764171,89,2
101675,2005,5408,18.373152,92,1
101675,2006,5950,19.562214,93,3
101675,2007,6545,23.29124,94,10
101675,2008,7396,22.606683,102,7
101675,2009,8506,24.123076,102,3
101675,2010,9186,25.168124,97,2
101879,1991,1296,28.93073,190,664
101879,1992,1460,30.634016,196,490
101879,1993,1586,33.092961,200,567
101879,1995,1910,37.547819,197,638
101879,1996,1998,37.667269,200,650
101879,1997,2166,38.513136,193,648
101879,1998,2256,41.281971,181,648
101879,1999,2232,43.498762,203,650
101879,2000,2328,46.720676,199.5,677
101879,2001,2544,48.111718,196,636
101879,2002,2784,47.26531,198,586
101879,2003,3048,50.438912,199,597
101879,2004,3336,52.826544,200,668
101879,2005,3432,58.125931,208,678
101879,2006,3528,64.738869,222,622
101879,2007,3288,72.409169,231,654
101879,2008,4590,83.331019,242,639
101879,2009,4008,83.368742,236,775
101879,2010,4440,83.854799,238,744
102049,1991,6540,48.240502,188,536
102049,1992,7064,52.026138,203,621
102049,1993,7770,58.215039,215,648
102049,1995,8648,61.973118,233,617
102049,1996,9070,86.74612,236,606
102049,1997,9432,76.461427,240,708
102049,1998,9904,72.105189,245,594
102049,1999,10300,73.424281,243,627
102049,2000,10738,78.166781,250,607
102049,2001,11490,78.71243,257,597
102049,2002,12294,85.76749,260,618
102049,2003,13154,86.860401,264,615
102049,2004,13944,92.465026,267,621
102049,2005,14642,98.361913,278,634
102049,2006,16000,108.518914,280,591
102049,2007,17920,121.606795,280,651
102049,2008,19300,117.199761,290,616
102049,2009,20200,121.097466,282,670
102049,2010,21722,123.327778,294,616
102094,1991,2103,266.417287,430,1030
102094,1992,2295,290.55175,418,978
102094,1993,2295,350.467594,434,898
102094,1995,2541,367.218425,447,985
102094,1996,2538,373.112188,442,883
102094,1997,2673,394.685767,432,903
102094,1998,2673,416.897664,435,799
102094,1999,2670,409.090635,442,668
102094,2000,2670,452.443943,436,810
102094,2001,2910,449.822503,430,850
102094,2002,3090,477.3036,441,777
102094,2003,3390,496.382826,475,851
102094,2004,3810,436.46,483,882
102094,2005,3810,450.544,499,836
102094,2006,3810,469.628,516,941
102094,2007,4020,493.508,527,991
102094,2008,4410,548.782,530,1055
102094,2009,4860,562.493,503,1146
102094,2010,5448,573.547,514,1074
102234,1991,10149,18.709855,64,229
102234,1992,10763,18.42923,57,255
102234,1993,11425,19.042301,55,205
102234,1995,12489,20.612518,61,198
102234,1996,13140,21.565846,61,176
102234,1997,13890,17.727197,60,221
102234,1998,14620,20.023521,64,210
102234,1999,14390,20.704,65,241
102234,2000,15254,22.569348,66.5,244
102234,2001,16170,23.952361,68,190
102234,2002,16980,24.734786,68,241
102234,2003,17830,25.78484,67,225
102234,2004,18722,26.409427,69,222
102234,2005,19658,28.409001,72,200
102234,2006,20650,32.584827,77,238
102234,2007,21686,34.750036,80,289
102234,2008,22770,37.500046,82,234
102234,2009,23910,39.028934,82,248
102234,2010,25110,36.655935,78,268
102368,1991,1470,36.500128,182,641
102368,1992,1617,39.403478,188,742
102368,1993,1771,52.144416,204,731
102368,1995,2007,59.881931,216,711
102368,1996,2175,52.167403,221,658
102368,1997,2250,53.495511,218,612
102368,1998,2490,56.335477,167,501
102368,1999,2660,78.209915,169,571
102368,2000,2850,83.562191,217,568
102368,2001,3020,88.22592,265,666
102368,2002,3220,90.731765,307,810
102368,2003,3530,104.401201,314,757
102368,2004,3850,116.282391,316,866
102368,2005,4004,169.294425,443,834
102368,2006,4004,181.050422,444,930
102368,2007,4164,201.157077,440,958
102368,2008,4248,218.678633,449,988
102368,2009,4632,242.41268,490,988
102368,2010,5184,255.743537,577,949
102377,1991,6250,60.856009,249,2
102377,1992,6535,65.595003,251,0
102377,1993,6734,73.512513,254,0
102377,1995,7424,73.370861,274,0
102377,1996,8020,72.95511,256,1
102377,1997,8662,68.289959,227,0
102377,1998,9060,84.325,231,0
102377,1999,9500,79.664577,231,0
102377,2000,9928,86.656778,233.5,0
102377,2001,10326,90.352899,236,0
102377,2002,10584,92.177733,271,0
102377,2003,11060,101.410121,261,0
102377,2004,11290,101.317797,215,3
102377,2005,11690,102.71650699999999,232,2
102377,2006,12400,102.156714,275,2
102377,2007,13520,104.148884,291,2
102377,2008,14740,109.385376,269,1
102377,2009,15630,115.530127,273,2
102377,2010,16100,119.607385,281,0
104151,1991,1528,473.9779,1514,1864
104151,1992,1590,473.75,1556,2149
104151,1993,1844,441.428551,1383,2489
104151,1995,1950,500.596,1499,2893
104151,1996,2009,555.281,1487,2963
104151,1997,2058,561.256,1530,3683
104151,1998,2158,620.425,1569,3471
104151,1999,2188,645.967,1554,3845
104151,2000,2272,672.878,1561,4179
104151,2001,2412,725.092,1568,4379
104151,2002,2508,724.043,1573,4323
104151,2003,3508,754.534,1565,4801
104151,2004,3973,836.313,1637,5111
104151,2005,4311,941.477,1693,5361
104151,2006,4591,1032.345,1660,5722
104151,2007,4821,1105.217,1715,4900
104151,2008,5409,1467.051,2392,4273
104151,2009,5997,1465.566,2371,4270
104151,2010,7793,1522.401,2416,3773
104179,1991,1528,653.920638,1537,2959
104179,1992,1528,659.330337,1513,2847
104179,1993,1778,697.957633,1349,3124
104179,1995,1884,756.377936,1360,3116
104179,1996,2009,757.527117,1386,2899
104179,1997,2058,788.321093,1370,3213
104179,1998,2158,823.883956,1352,3725
104179,1999,0,874.441223,1348,3721
104179,2000,0,931.689062,1364,3984
104179,2001,0,982.115345,1380,4087
104179,2002,0,978.144,1375,3946
104179,2003,3508,1048.994,1362,3980
104179,2004,3998,1133.915,1364,3704
104179,2005,4394,1190.179,1538,3970
104179,2006,4594,1262.364,1578,3794
104179,2007,4824,1323.213,1590,4152
104179,2008,5274,1416.181,1593,4133
104179,2009,6540,1446.773,1546,4241
104179,2010,7614,1466.454,1527,3962
105330,1991,1528,148.950758,623,1470
105330,1992,1528,155.940767,608,1645
105330,1993,1844,162.427337,608,1537
105330,1995,1950,192.500577,673,1612
105330,1996,2009,205.629327,637,1867
105330,1997,2058,219.898838,650,1676
105330,1998,2160,234.6708,654,1695
105330,1999,2188,240.092866,661,1772
105330,2000,2272,248.33077,684.5,1870
105330,2001,2412,260.664243,708,1769
105330,2002,2507,267.07699,698,1718
105330,2003,3508,269.094817,711,1670
105330,2004,3983,279.23603,710,1769
105330,2005,4223,287.261627,723,1622
105330,2006,4376,321.198515,751,1931
105330,2007,4594,341.17368,767,2166
105330,2008,5144,369.979882,802,2437
105330,2009,6092,368.342789,804,2390
105330,2010,5431,369.372061,825,2486
106245,1991,1806,66.930952,413,729
106245,1992,1902,74.966885,387,781
106245,1993,2098,85.383784,398,613
106245,1995,2368,91.48445,367,456
106245,1996,2538,94.81335,351,437
106245,1997,2538,99.547218,362,503
106245,1998,2616,100.785364,369,506
106245,1999,2424,104.557569,371,466
106245,2000,2544,111.990298,407.5,424
106245,2001,2664,118.712945,444,392
106245,2002,2850,135.560539,449,419
106245,2003,3024,125.262422,488,373
106245,2004,3216,129.817233,496,410
106245,2005,3384,137.975421,513,403
106245,2006,3552,147.070389,505,334
106245,2007,4612,162.940924,474,449
106245,2008,4890,165.415216,513,345
106245,2009,5040,172.642915,542,367
106245,2010,5228,183.646086,507,370
106342,1991,7040,11.115733,47,109
106342,1992,7603,11.154947,43,118
106342,1993,8060,12.06755,42,159
106342,1995,8990,14.551215,45,152
106342,1996,9490,15.341143,41,113
106342,1997,10100,15.219613,42,110
106342,1998,10526,12.912261,44,96
106342,1999,10272,11.973992,42,119
106342,2000,10580,12.620318,41.5,113
106342,2001,11000,13.249037,41,116
106342,2002,11540,14.038655,42,100
106342,2003,11990,14.475051,44,102
106342,2004,12710,15.217678,44,114
106342,2005,13475,15.596827,44,100
106342,2006,14420,16.768221,43,106
106342,2007,15466,16.838872,44,117
106342,2008,18500,17.219269,44,83
106342,2009,19424,17.198309,41,181
106342,2010,21100,16.384601,43,154
106397,1991,1732,223.112331,771,1989
106397,1992,1838,235.65706,790,2047
106397,1993,1946,258.492229,806,1753
106397,1995,2130,262.437478,808,1863
106397,1996,2639,273.752564,770,1784
106397,1997,2896,295.246981,828,1770
106397,1998,3119,304.079692,810,2085
106397,1999,2800,328.070118,796,1791
106397,2000,2968,358.103265,796.5,1848
106397,2001,3116,405.021129,797,1877
106397,2002,3573,418.897605,791,1792
106397,2003,3810,452.004811,792,1942
106397,2004,4115,447.253852,797,2053
106397,2005,4361,474.902451,905,2224
106397,2006,4590,522.232149,922,2318
106397,2007,4772,538.384622,874,2421
106397,2008,5010,586.75709,908,2487
106397,2009,5010,613.97157,908,2409
106397,2010,5211,634.57647,952,3079
106412,1991,1451,34.656117,165,67
106412,1992,1451,30.591311,167,57
106412,1993,1584,33.71504,192,40
106412,1995,1788,38.780538,185,15
106412,1996,1860,40.701007,183,7
106412,1997,2046,41.22223,176,12
106412,1998,2082,43.528471,175,13
106412,1999,2058,47.659621,173,8
106412,2000,2400,51.173248,172,11
106412,2001,2490,62.741754,171,7
106412,2002,2664,56.905131,168,10
106412,2003,2820,58.111077,167,11
106412,2004,3000,60.114488,168,10
106412,2005,3150,63.387112,164,13
106412,2006,3300,69.434213,160,7
106412,2007,3300,66.401932,164,8
106412,2008,3450,68.436091,167,11
106412,2009,3540,71.718237,173,14
106412,2010,3750,73.752906,171,9
106458,1991,1420,68.184205,403,1225
106458,1992,1610,75.067613,410,1259
106458,1993,1810,83.087326,393,1272
106458,1995,1950,81.921797,404,1213
106458,1996,1970,87.108046,405,1320
106458,1997,2280,93.326043,435,1399
106458,1998,2804,99.212246,422,1393
106458,1999,2352,108.026388,422,1347
106458,2000,2520,118.268552,425.5,1301
106458,2001,3360,125.768133,429,1325
106458,2002,3570,131.818689,432,1254
106458,2003,3750,127.872344,446,1111
106458,2004,4035,134.879325,454,907
106458,2005,4260,141.965861,447,1068
106458,2006,4470,145.991553,485,1232
106458,2007,4620,154.934121,490,1203
106458,2008,4890,163.827062,461,1037
106458,2009,4890,178.265954,482,987
106458,2010,5100,182.021874,482,1152
106467,1991,1460,26.002508,176,728
106467,1992,1560,28.869859,180,773
106467,1993,1710,31.658172,180,800
106467,1995,1910,34.490892,181,705
106467,1996,1992,35.463554,185,619
106467,1997,2126,35.226185,187,664
106467,1998,2288,37.112382,186,754
106467,1999,2352,40.266475,192,966
106467,2000,2588,47.436534,201,1030
106467,2001,2796,50.957369,210,1086
106467,2002,3076,51.870418,209,1058
106467,2003,3312,52.922678,229,1312
106467,2004,3696,60.56906,240,1226
106467,2005,3432,64.422441,252,1265
106467,2006,3576,74.719344,265,1209
106467,2007,3672,79.441581,277,1300
106467,2008,3864,87.14127,290,1272
106467,2009,4008,88.982771,294,1517
106467,2010,4080,97.262093,290,1383
106485,1991,1500,15.865681,107,387
106485,1992,1500,18.33616,116,459
106485,1993,1500,18.597513,117,399
106485,1995,1786,19.243061,118,387
106485,1996,1906,20.398269,112,373
106485,1997,2145,19.714496,107,486
106485,1998,2330,21.190306,114,423
106485,1999,2100,22.692496,113,465
106485,2000,2250,24.545274,113.5,447
106485,2001,2370,26.598513,114,465
106485,2002,2490,24.949695,119,440
106485,2003,2700,24.309914,152,432
106485,2004,2850,31.026802,134,394
106485,2005,3000,32.133887,145,373
106485,2006,3150,33.968869,150,407
106485,2007,3240,35.284984,149,413
106485,2008,3420,38.199157,146,457
106485,2009,3510,38.751492,148,440
106485,2010,3600,40.527455,151,374
106704,1991,1370,50.883237,325,1538
106704,1992,1546,58.901275,337,1535
106704,1993,1730,65.239982,340,1388
106704,1995,2010,76.476851,356,1218
106704,1996,2392,84.725464,367,1211
106704,1997,2692,76.121168,377,1335
106704,1998,3038,80.447014,370,1302
106704,1999,2758,84.305052,376,1413
106704,2000,2856,94.728092,391.5,1286
106704,2001,3060,95.47688,407,1229
106704,2002,3312,105.550564,413,1331
106704,2003,3770,98.957126,462,1741
106704,2004,4060,112.207654,450,1656
106704,2005,4500,120.911805,478,1641
106704,2006,4695,143.10546,514,1532
106704,2007,4830,160.872799,510,1247
106704,2008,5100,166.471572,510,1435
106704,2009,5205,173.776445,512,1221
106704,2010,5235,174.94657,515,1194
107044,1991,5205,38.827179,163,600
107044,1992,5460,41.713286,167,688
107044,1993,5790,42.659551,179,696
107044,1995,6420,49.509745,173,696
107044,1996,6825,53.119249,178,753
107044,1997,7230,47.98777,179,707
107044,1998,7530,51.145275,182,793
107044,1999,7755,54.658782,178,814
107044,2000,8175,57.356775,185.5,849
107044,2001,8730,62.964882,193,851
107044,2002,9180,67.377905,194,879
107044,2003,9720,67.34355,200,859
107044,2004,10380,70.412241,211,855
107044,2005,10800,74.934183,223,837
107044,2006,11250,80.146444,231,783
107044,2007,11940,86.633805,249,833
107044,2008,12690,92.142217,251,870
107044,2009,13140,96.701838,259,788
107044,2010,13590,97.901264,263,848
107080,1991,7150,15.117439,65,257
107080,1992,7710,15.503843,66,299
107080,1993,8410,16.539889,65,242
107080,1995,9325,18.132539,68,248
107080,1996,9750,18.083714,69,264
107080,1997,10280,19.583776,71,275
107080,1998,10835,20.937404,67,239
107080,1999,11440,22.881544,71,271
107080,2000,12340,24.405298,75,254
107080,2001,13071,27.433984,79,191
107080,2002,14900,27.832964,81,216
107080,2003,15630,30.038278,81,183
107080,2004,16510,29.460726,83,223
107080,2005,19508,31.918819,85,236
107080,2006,20679,33.178005,90,324
107080,2007,22125,31.955102,90,305
107080,2008,23570,40.989538,103,351
107080,2009,28713,44.122677,109,315
107080,2010,30410,42.486189,109,283
107141,1991,5390,12.047702,57,180
107141,1992,5930,13.878844,58,154
107141,1993,6390,13.999154,60,213
107141,1995,7650,17.889197,64,210
107141,1996,8308,18.469611,62,240
107141,1997,9120,16.115941,62,199
107141,1998,9802,17.488617,65,209
107141,1999,10232,18.989043,71,225
107141,2000,11022,20.069122,73,229
107141,2001,11892,22.018359,75,202
107141,2002,12464,24.902737,73,251
107141,2003,13076,27.35797,80,227
107141,2004,13724,29.419045,80,240
107141,2005,14544,31.711621,83,227
107141,2006,15412,32.983269,80,279
107141,2007,16396,36.135983,79,303
107141,2008,17256,37.587322,81,250
107141,2009,18032,37.566662,82,250
107141,2010,18844,39.776978,83,265
107512,1991,5370,13.334562,86,312
107512,1992,5800,13.992869,91,264
107512,1993,6230,14.621967,97,404
107512,1995,7070,18.053772,104,351
107512,1996,7650,18.145047,98,433
107512,1997,8090,25.034847,108,359
107512,1998,8550,26.238005,108,336
107512,1999,8850,21.286941,103,405
107512,2000,9800,29.73249,106,404
107512,2001,11800,33.132684,109,371
107512,2002,11800,36.323264,117,360
107512,2003,12013,28.826104,113,308
107512,2004,13023,29.330298,108,338
107512,2005,14218,31.257335,114,327
107512,2006,15235,31.958901,119,322
107512,2007,16158,34.314378,115,334
107512,2008,17058,34.896305,112,347
107512,2009,18038,34.967832,113,326
107512,2010,18805,36.177753,107,401
107558,1991,3520,8.035326,40,83
107558,1992,4220,8.382669,40,109
107558,1993,4920,8.701771,43,144
107558,1995,6540,10.464866,36,110
107558,1996,7140,10.219187,33,93
107558,1997,7390,7.951383,31,136
107558,1998,7990,8.773542,31,102
107558,1999,8290,9.278387,33,119
107558,2000,8830,10.953803,37,141
107558,2001,9348,12.395282,41,151
107558,2002,10282,13.65656,43,156
107558,2003,11520,15.439096,44,145
107558,2004,12902,15.543027,43,106
107558,2005,13740,14.650277,44,117
107558,2006,14470,15.402567,44,109
107558,2007,15630,16.775397,46,132
107558,2008,16730,17.693073,48,152
107558,2009,18300,17.749169,47,110
107558,2010,19930,18.253058,49,152
110097,1991,9902,36.259489,121,296
110097,1992,10756,37.52584,131,331
110097,1993,11388,42.433418,126,301
110097,1995,12652,44.926465,121,299
110097,1996,13408,47.317141,125,309
110097,1997,14286,41.069309,133,338
110097,1998,15214,45.300252,130,368
110097,1999,15914,49.784999,143,426
110097,2000,16630,51.972,149,498
110097,2001,17410,55.949,155,514
110097,2002,18456,64.383,162,525
110097,2003,19564,74.176,174,553
110097,2004,20932,80.698,175,494
110097,2005,22602,89.381,184,467
110097,2006,23782,98.206,198,553
110097,2007,24998,106.129,205,536
110097,2008,26424,117.397,212,563
110097,2009,27744,119.695887,218,489
110097,2010,28852,120.345,226,498
110404,1991,14230,1334.416785,253,126
110404,1992,15080,1357.618,247,132
110404,1993,16030,1325.141,257,117
110404,1995,17370,1311.932,260,145
110404,1996,18000,1322.808,266,140
110404,1997,18736,1663.872,258,127
110404,1998,19166,345.672,256,153
110404,1999,19260,1720.378,252,150
110404,2000,19743,1671.464,280,110
110404,2001,20904,1817.907,308,109
110404,2002,21903,1898.092,301,148
110404,2003,23901,1899.253,310,89
110404,2004,25335,2098.634,309,115
110404,2005,27309,2135.498,311,105
110404,2006,28515,2094.58,324,79
110404,2007,29940,2287.291,320,97
110404,2008,31437,2349.364,322,93
110404,2009,33324,2470.986,312,92
110404,2010,34989,2299.31,316,78
110422,1991,936,156.565365,760,868
110422,1992,1616,162.440413,681,713
110422,1993,1674,157.148081,670,948
110422,1995,1891,161.389088,676,1492
110422,1996,1935,165.611159,676,1769
110422,1997,2228,176.103823,691,1243
110422,1998,2204,180.395603,683,1505
110422,1999,0,189.779583,695,1169
110422,2000,0,267.056525,692.5,1973
110422,2001,0,281.470391,690,2041
110422,2002,0,225.242113,719,1748
110422,2003,0,235.995505,698,1920
110422,2004,0,236.59035,653,1962
110422,2005,0,232.341249,678,2270
110422,2006,0,272.325785,704,2457
110422,2007,0,276.305375,735,2860
110422,2008,0,305.112556,761,2298
110422,2009,0,314.89392,775,2461
110422,2010,0,318.335175,726,2245
110486,1991,936,42.638242,218,143
110486,1992,1444,44.540643,202,117
110486,1993,1674,44.328884,206,99
110486,1995,1891,49.022654,209,132
110486,1996,1935,50.577676,212,150
110486,1997,1951,53.463466,203,169
110486,1998,1873,56.989716,219,168
110486,1999,0,63.929951,223,191
110486,2000,0,77.612216,243.5,212
110486,2001,0,90.898211,264,210
110486,2002,0,79.906701,283,220
110486,2003,0,86.752909,307,237
110486,2004,0,88.302056,301,251
110486,2005,0,90.906317,303,209
110486,2006,0,96.185612,301,216
110486,2007,0,105.440458,293,208
110486,2008,0,114.649172,268,142
110486,2009,0,112.988415,253,158
110486,2010,0,109.353736,241,158
110495,1991,936,43.937304,201,130
110495,1992,1434,43.246738,189,133
110495,1993,1674,45.79445,215,194
110495,1995,1891,54.421864,235,167
110495,1996,1935,55.252559,239,172
110495,1997,1915,58.703827,238,191
110495,1998,1830,61.551113,237,211
110495,1999,0,68.733992,245,222
110495,2000,0,76.845523,253.5,223
110495,2001,0,92.487631,262,225
110495,2002,0,82.086047,273,232
110495,2003,0,91.247534,282,232
110495,2004,0,91.452441,264,288
110495,2005,0,89.326678,284,288
110495,2006,0,98.077188,291,324
110495,2007,0,101.595211,309,347
110495,2008,0,123.578053,311,338
110495,2009,0,125.288591,289,258
110495,2010,0,115.219024,265,265
110510,1991,936,70.793583,415,387
110510,1992,1443,77.999888,399,321
110510,1993,1674,82.994653,397,277
110510,1995,1891,93.455513,406,280
110510,1996,1935,92.759982,416,324
110510,1997,1889,96.917633,416,315
110510,1998,1779,110.499936,421,390
110510,1999,0,150.512913,440,342
110510,2000,0,141.19961,451.5,373
110510,2001,0,168.344611,463,387
110510,2002,0,149.034502,488,323
110510,2003,0,167.08279,479,386
110510,2004,0,170.358516,447,351
110510,2005,0,158.937781,444,393
110510,2006,0,179.806969,462,405
110510,2007,0,196.272226,468,334
110510,2008,0,218.074591,470,390
110510,2009,0,231.239052,452,304
110510,2010,0,223.941975,433,263
110529,1991,936,131.522942,662,470
110529,1992,1384,134.477258,629,373
110529,1993,1674,133.317412,610,383
110529,1995,1891,147.28268,612,374
110529,1996,1935,147.829531,595,393
110529,1997,1903,159.547643,581,466
110529,1998,1855,167.6049,571,516
110529,1999,0,159.288942,585,599
110529,2000,0,222.984408,595.5,578
110529,2001,0,252.112049,606,535
110529,2002,0,221.714857,609,651
110529,2003,0,216.002922,596,693
110529,2004,0,270.12667,549,588
110529,2005,0,229.765884,559,773
110529,2006,0,250.600751,563,769
110529,2007,0,249.001386,594,770
110529,2008,0,275.571289,570,680
110529,2009,0,287.158907,562,714
110529,2010,0,268.825642,504,458
110538,1991,936,126.620513,639,1009
110538,1992,1452,126.000536,587,1018
110538,1993,1674,128.004272,574,899
110538,1995,1891,131.046633,545,940
110538,1996,1935,129.048657,541,1018
110538,1997,2076,136.930637,536,1125
110538,1998,2026,143.103414,552,1263
110538,1999,0,150.740839,571,1398
110538,2000,0,203.91839,579,1336
110538,2001,0,230.327557,587,1444
110538,2002,0,173.850884,572,1353
110538,2003,0,179.096729,525,1385
110538,2004,0,179.076262,498,1485
110538,2005,0,182.717671,506,1452
110538,2006,0,182.506221,530,1597
110538,2007,0,193.472002,559,1765
110538,2008,0,214.89036,565,1821
110538,2009,0,218.118936,531,1488
110538,2010,0,205.678336,500,1015
110547,1991,936,68.2213,285,50
110547,1992,1399,67.246795,277,53
110547,1993,1674,70.393297,268,46
110547,1995,1891,78.89789,265,23
110547,1996,1935,82.073628,276,14
110547,1997,1791,84.988633,265,27
110547,1998,1748,89.067155,277,20
110547,1999,0,96.499688,294,24
110547,2000,0,118.132519,290.5,25
110547,2001,0,125.841564,287,25
110547,2002,0,110.034192,295,30
110547,2003,0,121.297004,310,25
110547,2004,0,123.61311,288,36
110547,2005,0,122.340499,270,34
110547,2006,0,124.895812,268,41
110547,2007,0,131.00551,292,38
110547,2008,0,142.008291,282,35
110547,2009,0,149.52373,293,34
110547,2010,0,141.153995,279,41
110556,1991,936,144.795062,734,711
110556,1992,1446,151.33612,643,666
110556,1993,1674,148.262589,649,522
110556,1995,1891,155.563798,637,537
110556,1996,1935,154.720254,630,469
110556,1997,1802,163.274204,637,486
110556,1998,1754,171.027393,625,488
110556,1999,0,176.479125,646,573
110556,2000,0,262.284871,646,629
110556,2001,0,278.695,646,704
110556,2002,0,225.074315,677,825
110556,2003,0,237.371519,648,915
110556,2004,0,234.268316,601,839
110556,2005,0,219.52263,636,785
110556,2006,0,259.430683,664,843
110556,2007,0,207.464641,704,797
110556,2008,0,284.103506,703,847
110556,2009,0,285.931101,653,780
110556,2010,0,287.923239,642,667
110565,1991,936,136.230621,686,714
110565,1992,1480,141.783862,645,562
110565,1993,1674,137.028144,623,431
110565,1995,1891,154.680793,612,556
110565,1996,1935,149.541084,618,610
110565,1997,1936,172.027669,602,625
110565,1998,1858,177.699594,621,636
110565,1999,0,234.680768,646,758
110565,2000,0,248.305684,690.5,843
110565,2001,0,288.025163,735,846
110565,2002,0,302.424816,776,1076
110565,2003,0,280.692214,755,1018
110565,2004,0,287.64523,719,1117
110565,2005,0,271.180602,757,1127
110565,2006,0,302.357831,826,1045
110565,2007,0,341.782013,894,1078
110565,2008,0,387.685385,879,1275
110565,2009,0,377.034019,866,1034
110565,2010,0,368.020662,848,975
110574,1991,936,89.330659,435,217
110574,1992,1423,91.122411,388,135
110574,1993,1674,91.972147,383,134
110574,1995,1891,105.835355,381,119
110574,1996,1935,106.629523,384,129
110574,1997,1812,113.048024,352,128
